0, 223.847
0.00290249, 523.258
0.00290249, 227.76
0.00580499, 517.248
0.00580499, 229.08
0.00580499, 124.906
0.00870748, 514.269
0.00870748, 230.407
0.00870748, 127.089
0.01161, 514.269
0.01161, 234.434
0.01161, 130.06
0.0145125, 508.362
0.0145125, 242.701
0.0145125, 134.647
0.017415, 496.751
0.017415, 244.107
0.017415, 139.395
0.0203175, 493.89
0.0203175, 244.107
0.0203175, 144.311
0.02322, 514.269
0.02322, 242.701
0.02322, 148.539
0.0261224, 517.248
0.0261224, 238.532
0.0261224, 151.136
0.0290249, 517.248
0.0290249, 234.434
0.0290249, 154.668
0.0319274, 496.751
0.0319274, 229.08
0.0319274, 156.466
0.0348299, 499.628
0.0348299, 222.558
0.0348299, 157.372
0.0377324, 502.523
0.0377324, 221.276
0.0377324, 156.466
0.0406349, 499.628
0.0406349, 220.002
0.0406349, 155.564
0.0435374, 499.628
0.0435374, 221.276
0.0435374, 155.564
0.0435374, 640.497
0.0464399, 496.751
0.0464399, 225.144
0.0464399, 153.778
0.0464399, 644.207
0.0493424, 493.89
0.0493424, 227.76
0.0493424, 154.668
0.0493424, 647.939
0.0522449, 488.217
0.0522449, 227.76
0.0522449, 155.564
0.0522449, 659.265
0.0551474, 493.89
0.0551474, 227.76
0.0551474, 154.668
0.0551474, 659.265
0.0580499, 491.045
0.0580499, 227.76
0.0580499, 156.466
0.0580499, 663.084
0.0609524, 491.045
0.0609524, 226.448
0.0609524, 156.466
0.0609524, 678.583
0.0638549, 493.89
0.0638549, 226.448
0.0638549, 155.564
0.0638549, 678.583
0.0667574, 493.89
0.0667574, 226.448
0.0667574, 154.668
0.0667574, 694.444
0.0696599, 493.89
0.0696599, 227.76
0.0696599, 154.668
0.0696599, 678.583
0.0725624, 496.751
0.0725624, 230.407
0.0725624, 153.778
0.0725624, 670.789
0.0754649, 496.751
0.0754649, 235.792
0.0754649, 154.668
0.0754649, 663.084
0.0783673, 493.89
0.0783673, 241.304
0.0783673, 149.4
0.0783673, 659.265
0.0812698, 493.89
0.0812698, 242.701
0.0812698, 146.833
0.0812698, 655.468
0.0841723, 479.829
0.0841723, 242.701
0.0841723, 145.988
0.0841723, 659.265
0.0870748, 474.318
0.0870748, 242.701
0.0870748, 147.684
0.0870748, 647.939
0.0899773, 474.318
0.0899773, 242.701
0.0899773, 150.265
0.0899773, 647.939
0.0928798, 474.318
0.0928798, 245.522
0.0928798, 152.011
0.0928798, 644.207
0.0957823, 474.318
0.0957823, 237.158
0.0957823, 153.778
0.0957823, 644.207
0.0986848, 474.318
0.0986848, 237.158
0.0986848, 152.892
0.0986848, 644.207
0.101587, 477.066
0.101587, 238.532
0.101587, 159.201
0.101587, 644.207
0.10449, 479.829
0.10449, 239.914
0.10449, 159.201
0.10449, 640.497
0.107392, 479.829
0.107392, 241.304
0.107392, 160.123
0.107392, 640.497
0.110295, 479.829
0.110295, 239.914
