0, 1174.68
0.00290249, 1174.68
0.00580499, 1174.68
0.00870748, 1174.68
0.01161, 1174.68
0.0145125, 1174.68
0.017415, 1174.68
0.0203175, 1174.68
0.02322, 1174.68
0.0261224, 1174.68
0.0290249, 1174.68
0.0319274, 1174.68
0.0348299, 1174.68
0.0377324, 1174.68
0.0406349, 1174.68
0.0435374, 1174.68
0.0464399, 1174.68
0.0493424, 1174.68
0.0522449, 1174.68
0.0551474, 1174.68
0.0580499, 1174.68
0.0609524, 1174.68
0.0638549, 1174.68
0.0667574, 1174.68
0.0696599, 1181.49
0.0725624, 1181.49
0.0754649, 1181.49
0.0783673, 1181.49
0.0812698, 1181.49
0.0841723, 1181.49
0.0870748, 1181.49
0.0899773, 1188.33
0.0928798, 1188.33
0.0957823, 1188.33
0.0986848, 1188.33
0.101587, 1188.33
0.10449, 1188.33
0.107392, 1188.33
0.110295, 1188.33
0.113197, 1188.33
0.1161, 1188.33
0.119002, 1188.33
0.121905, 1181.49
0.124807, 1181.49
0.12771, 1181.49
0.130612, 1174.68
0.133515, 1174.68
0.136417, 1174.68
0.13932, 1174.68
0.142222, 1174.68
0.145125, 1174.68
0.148027, 1174.68
0.15093, 1174.68
0.153832, 1174.68
0.156735, 1174.68
0.159637, 1174.68
0.16254, 1174.68
0.165442, 1174.68
0.168345, 1174.68
0.171247, 1174.68
0.17415, 1174.68
0.177052, 1174.68
0.179955, 1174.68
0.182857, 1174.68
0.18576, 1174.68
0.188662, 1174.68
0.191565, 1174.68
0.194467, 1174.68
0.19737, 1174.68
0.200272, 1174.68
0.203175, 1174.68
0.206077, 1174.68
0.20898, 1181.49
0.211882, 1181.49
0.214785, 1174.68
0.217687, 1174.68
0.22059, 1174.68
0.223492, 1174.68
0.226395, 1174.68
0.229297, 1174.68
0.2322, 1167.91
0.235102, 1174.68
0.238005, 1174.68
0.240907, 1174.68
0.24381, 1181.49
0.24381, 1471.48
0.246712, 1174.68
0.246712, 1471.48
0.249615, 1174.68
0.249615, 1480.01
0.252517, 1174.68
0.252517, 1480.01
0.255419, 1174.68
0.255419, 1488.58
0.258322, 1749.9
0.258322, 1497.2
0.261224, 1497.2
0.261224, 1333.86
0.264127, 1181.49
0.264127, 1514.6
0.267029, 150.265
0.267029, 1749.9
0.269932, 1333.86
0.269932, 1749.9
0.272834, 1729.8
0.272834, 1341.58
0.275737, 1719.84
0.275737, 1341.58
0.278639, 1729.8
0.278639, 1181.49
0.281542, 1700.08
0.281542, 1181.49
0.284444, 1174.68
0.284444, 1709.93
0.287347, 1709.93
0.287347, 1174.68
0.290249, 1181.49
0.290249, 1739.82
0.293152, 1181.49
0.293152, 1709.93
0.296054, 1188.33
0.296054, 1604.66
0.298957, 1174.68
0.298957, 1077.19
0.301859, 1174.68
0.301859, 1077.19
0.304762, 1167.91
0.304762, 1568.01
0.307664, 1174.68
0.310567, 1167.91
0.310567, 1568.01
0.313469, 1174.68
0.313469, 137
0.316372, 1167.91
0.316372, 1070.98
0.319274, 1161.19
0.319274, 1480.01
0.322177, 1167.91
0.322177, 1446.2
0.325079, 1167.91
0.325079, 1437.87
0.327982, 1174.68
0.327982, 1437.87
0.330884, 1446.2
0.330884, 1181.49
0.333787, 1437.87
0.333787, 1174.68
0.336689, 1437.87
0.336689, 1174.68
0.339592, 1429.59
0.339592, 1181.49
0.342494, 1421.36
0.342494, 1174.68
0.345397, 1167.91
0.345397, 1413.17
0.348299, 1174.68
0.348299, 1413.17
0.351202, 1174.68
0.351202, 1405.03
0.354104, 1174.68
0.354104, 1405.03
0.357007, 1174.68
0.359909, 1167.91
0.362812, 1167.91
0.365714, 1167.91
0.368617, 1161.19
0.371519, 1161.19
0.374422, 1161.19
0.377324, 1161.19
0.380227, 1161.19
0.383129, 1161.19
0.386032, 1161.19
