1.23,1.32,493.88
1.33,1.36,499.62
1.38,1.8,517.24
1.84,1.93,488.21
1.95,2.17,523.25
2.36,2.52,345.22
2.88,2.93,396.55
2.94,3.04,387.49
3.08,3.16,405.82
3.16,3.26,429.95
3.31,3.38,401.16
3.41,3.56,387.49
3.57,3.8,437.47
3.58,3.83,349.23
3.61,3.84,261.63
3.77,3.97,517.24
4.26,4.39,341.25
4.61,4.68,401.16
4.69,4.76,420.13
5.07,5.18,499.62
5.18,5.6,523.25
5.61,5.72,493.88
5.72,5.89,523.25
6.19,6.34,345.22
6.63,6.69,401.16
6.72,6.96,392
6.96,7,410.53
7,7.1,429.95
7.1,7.14,410.53
7.17,7.36,392
7.37,7.53,349.23
7.37,7.54,434.95
7.39,7.52,261.63
7.56,7.7,258.62
7.57,7.64,341.25
7.57,7.66,434.95
7.58,7.77,517.24
8.06,8.25,341.25
8.38,8.48,401.16
8.5,8.6,429.95
8.84,8.94,493.88
8.96,9.35,517.24
9.4,9.5,493.88
9.5,9.67,517.24
9.99,10.13,341.25
10.44,10.72,396.55
10.76,10.88,420.13
10.9,10.98,401.16
10.98,11.14,392
11.14,11.27,345.22
11.34,11.43,434.95
11.34,11.44,349.23
11.36,11.55,511.3
11.84,12.01,343.23
12.14,12.22,401.16
12.27,12.35,420.13
12.59,12.67,499.62
12.69,13.1,517.24
13.14,13.24,496.74
13.24,13.36,517.24
13.47,13.62,587.33
13.62,13.71,434.95
13.62,13.7,255.65
13.62,13.7,349.23
13.63,13.88,517.24
13.88,14.05,466.16
13.9,14.06,345.22
13.9,14.02,300.53
13.91,14.01,226.45
