0.47,0.5,353.29
0.51,0.63,429.95
0.52,0.64,365.74
0.7,0.92,425.01
0.71,0.78,357.39
0.77,1,365.74
0.99,1.09,383.04
1.02,1.09,244.11
1.03,1.07,191.52
1.04,1.09,290.29
1.2,1.25,349.23
1.25,1.43,365.74
1.6,1.67,286.96
1.68,2.33,293.66
2.38,2.46,283.66
2.45,2.51,269.29
2.55,2.88,261.63
3.48,3.51,349.23
3.51,3.64,365.74
3.56,3.64,427.47
3.76,3.8,353.29
3.79,3.95,361.54
3.79,3.94,420.13
4.01,4.14,387.49
4.02,4.14,241.3
4.02,4.13,293.66
4.02,4.12,193.75
4.23,4.26,343.23
4.28,4.47,357.39
4.44,4.51,214.98
4.61,4.67,280.4
4.67,5.36,293.66
5.4,5.48,274
5.49,5.8,258.62
5.83,6.31,249.81
5.86,6.31,198.28
5.98,6.3,297.08
6.4,6.61,222.56
6.64,6.93,222.56
6.99,7.12,218.73
7.12,7.16,235.79
7.16,7.6,246.94
7.39,8.06,198.28
7.5,8.28,396.55
8.17,8.25,293.66
8.18,8.27,246.94
8.19,8.29,196
8.32,8.38,345.22
8.37,9,361.54
9.11,9.45,297.08
9.13,9.39,249.81
9.16,9.43,198.28
9.49,9.55,283.66
9.5,9.66,217.47
9.74,9.98,222.56
10.06,10.16,222.56
10.19,10.28,191.52
10.21,10.58,246.94
10.57,11.27,198.28
10.61,11.29,396.55
11.33,11.37,341.25
11.39,11.85,357.39
11.87,12.8,293.66
11.88,12.14,222.56
11.9,12.1,369.99
