0.499	0.709	587.33
0.516	0.674	2349.32
0.524	0.692	4186.01
0.900	1.288	659.26
0.905	1.299	1975.53
0.931	1.055	3322.44
0.935	1.268	2093.00
1.060	1.239	3322.44
1.312	2.050	587.33
1.327	1.897	2349.32
1.355	1.658	4186.01
1.372	1.972	1760.00
1.474	1.903	2959.96
1.635	1.772	3322.44
1.652	1.924	1174.66
1.818	1.911	3322.44
1.864	1.953	3520.00
2.123	2.184	1046.50
2.134	2.771	1567.98
2.139	2.770	523.25
2.159	2.696	2637.02
2.208	2.683	987.77
2.276	2.689	4186.01
2.320	2.667	1046.50
2.424	2.632	3322.44
2.447	2.518	2959.96
2.724	2.785	2093.00
2.787	3.331	493.88
2.851	3.204	3520.00
2.874	2.946	1975.53
3.082	3.159	2489.02
3.369	3.591	440.00
3.418	3.536	1318.51
3.636	4.487	392.00
3.728	3.876	2349.32
3.810	4.094	783.99
3.814	3.870	1567.98
3.838	4.057	3520.00
3.903	4.162	1975.53
3.971	4.041	2793.83
3.992	4.200	1567.98
4.595	5.012	392.00
4.633	4.933	1567.98
4.643	4.917	1174.66
4.654	4.709	1975.53
4.675	4.927	783.99
4.678	4.943	3520.00
4.749	4.899	2349.32
5.009	5.446	493.88
5.083	5.205	3520.00
5.125	5.214	1864.66
5.372	5.587	1046.50
5.387	5.690	1567.98
5.399	5.703	523.25
5.412	5.636	2637.02
5.417	5.492	3135.96
5.474	5.560	1479.98
5.489	5.580	987.77
5.785	7.029	587.33
5.812	5.889	2349.32
5.825	6.404	4186.01
5.836	6.361	1760.00
5.843	6.338	1174.66
5.847	6.357	2959.96
5.896	6.344	3520.00
6.527	6.683	2349.32
6.536	6.911	1760.00
6.537	6.896	4186.01
6.570	6.904	2959.96
6.578	6.896	3520.00
6.587	6.850	1174.66
6.796	6.892	2349.32
7.256	7.451	349.23
7.264	7.501	1046.50
7.294	7.456	1760.00
7.344	7.398	3135.96
7.350	7.464	138.59
7.361	7.450	2349.32
7.361	7.459	3951.07
7.369	7.424	155.56
7.381	7.445	196.00
7.383	7.552	1108.73
7.383	7.714	369.99
7.422	7.562	123.47
7.423	7.539	739.99
7.429	7.613	130.81
7.477	7.609	2637.02
7.570	7.654	1108.73
7.595	7.722	196.00
7.620	8.064	392.00
7.691	7.970	1975.53
7.716	7.856	29.14
7.717	7.945	1174.66
7.734	7.955	2349.32
7.740	7.947	783.99
7.828	8.048	1567.98
7.835	7.934	2217.46
7.873	7.944	196.00
7.962	8.064	1174.66
7.979	8.150	207.65
7.984	8.083	196.00
8.008	8.094	415.30
8.045	8.698	440.00
8.077	8.676	1318.51
8.155	8.590	3135.96
8.184	8.433	1760.00
8.250	8.610	3951.07
8.375	8.462	2793.83
8.377	8.609	2217.46
8.387	8.463	1479.98
8.463	8.586	1760.00
8.464	8.568	2793.83
8.549	8.614	220.00
8.740	9.570	440.00
8.753	8.845	207.65
8.772	8.849	29.14
8.773	9.155	1318.51
8.797	8.929	220.00
8.834	9.559	3135.96
8.885	9.054	3729.31
8.982	9.409	3520.00
9.029	9.110	3951.07
9.038	9.296	2217.46
9.081	9.395	2637.02
9.152	9.397	3951.07
9.174	9.280	2793.83
9.266	9.395	2489.02
9.317	9.376	2217.46
