1.697	1.878	415.30
1.705	1.800	392.00
1.706	1.974	1244.51
1.710	1.779	1174.66
1.767	2.040	493.88
1.776	2.026	1479.98
1.791	2.038	880.00
1.797	2.127	1318.51
1.800	2.132	440.00
1.986	2.111	523.25
2.118	2.251	29.14
2.441	2.903	1396.91
2.445	2.536	1174.66
2.458	2.918	466.16
2.482	2.660	349.23
2.494	2.670	1046.50
2.495	2.656	1479.98
2.502	2.646	1318.51
2.511	2.655	1244.51
2.528	2.665	293.66
2.548	2.687	1174.66
2.554	2.646	987.77
2.560	2.633	2637.02
2.565	2.612	2349.32
2.572	2.676	233.08
2.580	2.645	880.00
2.582	2.667	1108.73
2.587	2.636	2793.83
2.974	3.262	466.16
2.995	3.234	1396.91
3.014	3.081	233.08
3.064	3.202	2349.32
3.117	3.175	3729.31
3.313	3.435	392.00
3.330	3.550	1244.51
3.330	3.455	1174.66
3.331	3.433	1567.98
3.404	3.530	415.30
3.436	3.651	1318.51
3.498	3.663	440.00
3.743	3.808	1318.51
3.751	3.839	329.63
3.771	3.823	987.77
3.773	4.057	1046.50
3.775	4.086	349.23
4.332	4.443	329.63
4.336	4.402	1318.51
4.341	4.426	77.78
4.369	4.805	349.23
4.374	4.428	987.77
4.375	4.598	1046.50
4.606	4.747	1396.91
4.627	4.782	261.63
4.646	4.730	87.31
4.675	4.791	1318.51
4.752	4.880	277.18
4.780	4.850	220.00
4.781	4.868	493.88
4.784	4.881	29.14
4.801	4.875	233.08
4.832	5.053	880.00
4.833	5.064	293.66
5.083	5.173	293.66
5.102	5.179	880.00
5.247	5.406	392.00
5.251	5.595	415.30
5.256	5.385	1174.66
5.258	5.412	1244.51
5.259	5.327	1318.51
5.274	5.408	880.00
5.281	5.370	1567.98
5.281	5.365	1661.22
5.285	5.608	493.88
5.287	5.633	1479.98
5.324	5.390	98.00
5.330	5.497	2489.02
5.373	5.442	3135.96
5.404	5.633	1567.98
5.423	5.533	77.78
5.438	5.609	1244.51
5.452	5.705	440.00
5.458	5.678	1318.51
5.459	5.648	523.25
5.482	5.595	880.00
5.619	5.855	29.14
5.666	5.724	277.18
5.692	5.783	466.16
5.700	5.762	1174.66
5.711	5.907	1396.91
5.716	5.818	32.70
5.915	6.220	1046.50
5.937	6.045	1174.66
5.964	6.198	1318.51
5.970	6.519	1396.91
6.007	6.214	1479.98
6.034	6.097	587.33
6.049	6.186	233.08
6.067	6.206	293.66
6.082	6.536	466.16
6.083	6.204	1244.51
6.085	6.214	349.23
6.103	6.212	987.77
6.105	6.195	880.00
6.134	6.301	1174.66
6.175	6.316	587.33
6.226	6.308	1760.00
6.326	6.491	2349.32
6.342	6.479	3729.31
6.536	6.840	466.16
6.554	6.815	1396.91
6.556	6.650	1174.66
6.558	6.660	1046.50
6.565	6.653	349.23
6.581	6.631	233.08
6.602	6.653	1108.73
6.640	6.771	3729.31
6.647	6.783	2349.32
6.871	6.972	392.00
6.883	7.005	1174.66
6.888	7.238	1244.51
6.891	7.245	415.30
6.901	6.978	1567.98
6.908	7.061	1661.22
6.954	7.018	155.56
7.026	7.394	1318.51
7.103	7.533	440.00
7.128	7.210	880.00
7.440	7.538	1318.51
8.718	8.786	415.30
8.719	8.790	1244.51
8.724	8.862	392.00
8.729	8.837	1174.66
8.737	8.837	1567.98
8.816	8.894	415.30
8.842	9.119	440.00
8.855	9.114	1318.51
8.868	9.028	880.00
8.928	9.024	415.30
8.953	9.045	493.88
9.104	9.274	29.14
9.450	9.715	1396.91
9.461	10.011	466.16
9.467	9.706	1046.50
9.474	9.704	349.23
9.546	9.768	1174.66
9.546	9.606	1318.51
9.549	9.716	1108.73
9.569	9.668	987.77
9.571	9.660	58.27
9.591	9.700	293.66
9.602	9.695	880.00
9.602	9.676	2637.02
9.611	9.684	1479.98
9.674	9.756	698.46
9.687	9.758	233.08
9.784	9.895	3729.31
10.022	10.310	466.16
10.050	10.181	29.14
10.062	10.144	1046.50
10.065	10.145	349.23
10.083	10.142	1174.66
10.084	10.143	1108.73
10.108	10.253	1396.91
10.135	10.235	3729.31
10.155	10.237	2349.32
10.348	10.457	392.00
10.360	10.552	415.30
10.365	10.488	1174.66
10.366	10.579	1244.51
10.367	10.453	1567.98
10.412	10.491	1661.22
10.450	10.718	1318.51
10.502	10.714	440.00
10.773	10.885	329.63
10.775	10.841	1318.51
10.808	10.857	987.77
10.821	11.113	349.23
10.827	11.069	1046.50
10.984	11.058	1396.91
11.198	11.253	246.94
11.203	11.260	329.63
11.213	11.295	261.63
11.225	11.276	1244.51
11.225	11.289	1318.51
11.271	11.322	1046.50
11.373	11.486	329.63
11.374	11.440	261.63
11.389	11.437	77.78
11.415	11.824	349.23
11.433	11.629	1046.50
11.453	11.527	1661.22
11.630	11.776	1396.91
11.633	11.707	246.94
11.648	11.805	261.63
11.687	11.762	87.31
11.782	11.900	277.18
11.782	11.852	369.99
11.791	11.949	29.14
11.793	11.877	1396.91
11.809	11.885	493.88
11.842	12.040	293.66
11.845	12.040	880.00
