1.015	1.297	440.00
1.290	1.563	523.25
1.349	1.508	1567.98
1.599	1.669	659.26
1.600	1.771	622.25
1.610	1.672	1318.51
1.612	1.664	1975.53
1.613	1.755	1864.66
1.683	1.734	1174.66
1.736	3.663	659.26
1.745	3.621	1318.51
1.759	3.667	1975.53
1.803	2.228	2637.02
1.851	3.413	3322.44
1.857	2.587	2093.00
2.262	2.338	2637.02
2.859	2.964	2093.00
3.591	3.781	1864.66
3.607	3.818	622.25
3.610	3.660	3951.07
3.719	3.799	1174.66
3.746	3.810	587.33
3.760	3.872	523.25
3.835	4.004	29.14
4.234	4.620	659.26
4.274	4.569	1318.51
4.299	4.556	1975.53
4.370	4.464	3322.44
4.604	4.926	587.33
4.671	4.889	1760.00
4.697	4.802	1174.66
4.967	5.313	523.25
5.014	5.292	1567.98
5.050	5.263	4186.01
5.276	5.634	440.00
5.637	5.713	246.94
5.665	5.735	1174.66
5.676	5.745	392.00
5.795	6.201	493.88
6.243	7.358	220.00
6.268	7.560	440.00
6.271	6.512	293.66
6.314	6.385	1174.66
6.318	6.499	369.99
6.382	6.470	73.42
6.392	6.494	1108.73
6.429	6.711	1318.51
6.448	6.871	659.26
6.516	6.607	3520.00
6.517	6.694	1396.91
6.738	7.181	1318.51
6.998	7.081	659.26
7.397	7.483	220.00
7.436	7.810	29.14
7.437	7.492	659.26
7.479	7.561	466.16
7.500	7.628	32.70
7.541	7.675	36.71
7.684	7.753	1760.00
7.730	7.855	246.94
7.732	7.843	293.66
7.740	7.797	739.99
7.741	7.844	196.00
7.925	8.001	207.65
7.946	8.086	220.00
7.982	8.077	1108.73
7.998	8.065	2489.02
8.161	8.289	277.18
8.202	8.652	261.63
8.207	8.637	783.99
8.428	8.579	2349.32
8.594	9.100	220.00
8.601	8.679	207.65
8.612	9.074	659.26
8.620	8.673	277.18
8.626	8.774	1108.73
8.648	8.735	2349.32
8.783	8.924	293.66
8.802	9.142	440.00
8.806	8.906	73.42
8.807	8.894	1108.73
8.828	8.884	1174.66
8.831	8.913	369.99
8.898	8.987	1318.51
8.955	9.022	523.25
9.006	9.077	1318.51
9.101	9.294	415.30
9.122	9.212	2093.00
9.153	9.278	1244.51
9.193	9.409	1174.66
9.201	9.258	830.61
9.207	9.293	1975.53
9.210	9.279	1567.98
9.229	11.294	392.00
9.312	9.466	29.14
9.317	9.458	246.94
9.323	11.042	196.00
9.330	9.442	493.88
9.345	9.403	146.83
9.359	11.013	587.33
9.360	9.430	440.00
9.366	9.419	622.25
9.420	10.757	1174.66
9.441	10.980	987.77
9.449	9.516	1396.91
9.483	9.551	783.99
9.488	10.627	1975.53
9.559	9.770	783.99
9.592	9.687	2217.46
9.595	9.654	1396.91
9.608	9.679	3135.96
9.810	9.892	2793.83
9.860	10.643	783.99
9.918	10.024	2349.32
10.041	10.159	2793.83
10.054	10.696	1396.91
10.156	10.300	2217.46
10.191	10.336	2349.32
10.500	10.564	2349.32
10.646	10.695	2349.32
10.688	10.760	783.99
10.756	10.850	1396.91
10.948	11.007	1174.66
11.159	11.230	1174.66
11.217	11.453	196.00
