0.812698413,0.383129239,62
1.277097506,0.150929704,62
1.300317460,0.127709746,67
1.428027211,0.081269838,63
1.462857143,0.046439908,72
1.509297052,0.406349212,64
1.973696145,0.034829933,90
1.985306122,0.058049887,66
2.310385488,0.034829933,86
2.043356009,0.417959183,67
2.426485261,0.058049887,71
2.484535147,0.034829933,83
2.484535147,0.046439908,43
2.542585034,0.301859409,69
2.844444444,0.197369620,68
2.995374150,0.058049887,87
2.948934240,1.718276620,69
4.667210884,0.150929704,70
4.829750567,0.116099775,68
4.922630385,0.104489796,66
5.027120181,0.081269838,62
5.050340136,0.058049887,67
5.108390023,0.034829933,68
5.108390023,0.058049887,63
5.143219955,0.058049887,72
5.166439909,0.487619042,64
5.712108844,0.104489796,66
5.816598639,0.220589563,67
6.095238095,0.127709746,69
6.234557823,0.058049887,70
6.397097506,0.069659866,86
6.292607710,0.278639466,67
6.536417234,0.034829933,86
6.640907029,0.034829933,85
6.640907029,0.046439908,90
6.640907029,0.069659866,66
6.722176871,0.150929704,86
7.244625850,0.092879817,62
6.710566893,0.626938760,67
7.302675737,0.034829933,74
7.291065760,0.081269838,86
7.349115646,0.046439908,68
7.349115646,0.069659866,63
7.407165533,0.034829933,49
7.383945578,0.058049887,72
7.441995465,0.034829933,52
7.360725624,0.139319733,60
7.569705215,0.046439908,60
7.720634921,0.058049887,60
7.778684807,0.104489796,72
7.418775510,0.487619042,64
7.511655329,0.394739240,67
7.883174603,0.034829933,60
7.906394558,0.034829933,55
7.918004535,0.069659866,66
7.918004535,0.139319733,74
7.999274376,0.069659866,90
7.952834467,0.510838985,62
8.022494331,0.441179127,67
8.463673469,0.034829933,68
8.463673469,0.069659866,63
8.661043084,0.034829933,74
8.626213152,0.081269838,67
8.707482993,0.034829933,76
8.521723356,0.243809521,72
8.800362812,0.034829933,74
8.463673469,0.394739240,60
8.858412698,0.034829933,76
8.858412698,0.058049887,72
8.904852608,0.034829933,83
8.846802721,0.116099775,67
8.916462585,0.046439908,79
8.533333333,0.464399099,64
8.986122449,0.034829933,61
8.997732426,0.034829933,45
8.997732426,0.058049887,74
8.997732426,0.092879817,66
9.148662132,0.046439908,81
9.137052154,0.092879817,71
9.020952381,0.243809521,62
9.334421769,0.069659866,72
9.102222222,0.313469380,67
9.938140590,0.127709746,64
9.938140590,0.139319733,72
9.938140590,0.174149662,67
10.483809524,0.034829933,67
10.495419501,0.034829933,64
10.507029478,0.034829933,72
9.404081633,1.137777805,76
10.553469388,0.058049887,74
10.959818594,0.034829933,67
10.565079365,0.464399099,77
10.924988662,0.127709746,62
11.064308390,0.081269838,72
11.064308390,0.092879817,76
11.180408163,0.174149662,91
11.145578231,0.220589563,79
11.366167800,0.058049887,76
11.424217687,0.058049887,72
11.447437642,0.104489796,64
11.424217687,0.127709746,67
11.609977324,0.058049887,66
11.609977324,0.127709746,74
11.737687075,0.034829933,71
11.737687075,0.034829933,81
11.877006803,0.081269838,77
11.633197279,0.336689353,62
11.702857143,0.267029464,67
