1.38,1.74,392
2.17,2.31,387.49
2.35,2.45,447.69
2.45,2.7,482.6
2.67,2.94,587.33
3.09,3.25,392
3.1,3.25,523.25
3.1,3.24,651.68
3.12,3.55,783.99
3.52,3.75,329.63
3.53,3.73,392
3.58,3.75,523.25
3.61,4.94,659.26
5.04,5.4,493.88
5.05,5.4,587.33
5.07,5.79,976.42
5.08,5.41,698.46
5.12,5.46,880
5.77,5.92,659.26
5.78,6.2,783.99
5.79,5.9,523.25
6.25,6.36,496.74
6.25,6.36,594.15
6.33,6.71,698.46
6.72,6.9,526.28
6.75,7.04,659.26
7.24,7.36,440
7.35,7.48,466.16
7.53,7.62,482.6
7.76,8.08,466.16
8.12,8.83,396.55
