1,1.21,523.25
1.01,1.22,383.04
1.07,1.22,651.68
1.17,1.41,783.99
1.45,1.53,482.6
1.45,1.53,587.33
1.46,1.54,387.49
1.5,1.71,698.46
1.66,1.76,396.55
1.66,1.77,493.88
1.77,2.62,594.15
3.1,3.25,396.53
3.11,3.25,527.9
3.11,3.24,332.25
3.25,3.28,440
3.3,3.43,471.58
3.72,3.89,472.44
3.87,4.78,392
5.17,5.28,651.68
5.2,5.3,394.87
5.2,5.3,333.01
5.2,5.3,787.58
5.21,5.31,526.77
5.41,5.49,658.33
5.42,5.49,333.19
5.42,5.5,398.03
5.42,5.49,528
5.46,5.68,788.72
5.7,5.81,587.33
5.7,5.81,387.49
5.71,5.83,482.6
5.85,6,698.46
5.93,6.03,290.29
5.93,6.02,482.6
5.94,6.02,387.49
5.96,7.04,592.79
6.18,6.91,290.29
7.35,7.5,393.85
7.61,7.75,469.53
7.96,8.18,468.94
8.2,8.84,393.91
9.49,9.69,395.39
9.81,9.89,464.03
10.26,10.35,468.42
10.39,11.29,395.77
11.66,11.8,394.28
11.87,12.03,467.54
12.26,12.54,444.36
12.55,12.61,467.98
12.61,12.8,491.94
12.8,12.85,463.16
12.86,12.99,419.95
