1.5,1.6,295.37
1.5,1.76,349.23
1.83,1.94,349.23
1.83,1.91,227.76
1.83,1.92,291.97
2.06,2.1,405.82
2.1,2.3,434.95
2.38,2.49,255.65
2.38,2.52,429.95
2.39,2.51,341.25
2.53,2.82,587.33
2.54,2.6,290.29
2.55,2.66,353.29
2.55,2.61,460.81
2.9,3.03,587.33
2.92,3.03,286.96
2.93,3.01,460.81
2.93,3.02,345.22
3.12,3.39,698.46
3.43,3.54,347.22
3.43,3.53,460.81
3.44,3.75,698.46
3.45,3.55,587.33
4.54,4.61,401.16
4.68,4.83,434.95
4.93,4.96,357.39
4.94,5.04,511.3
4.94,5.01,429.95
5.09,5.18,429.95
5.09,5.17,517.24
5.09,5.17,345.22
5.11,5.33,622.25
5.45,5.55,517.24
5.46,5.53,437.47
5.46,5.57,622.25
5.46,5.54,341.25
5.6,5.67,460.81
5.6,5.91,587.33
5.61,5.69,345.22
5.95,6.04,460.81
5.96,6.05,587.33
5.97,6.02,349.23
5.97,6.05,286.96
6.16,6.27,405.82
6.29,6.45,425.01
6.47,6.58,343.23
6.48,6.59,258.62
6.48,6.6,434.95
6.63,6.79,286.96
6.98,7.1,286.96
7.16,7.22,327.73
7.25,7.57,345.22
7.63,7.95,349.23
8.09,8.23,349.23
8.1,8.21,286.96
8.35,8.53,345.22
8.6,8.7,286.96
8.61,8.69,383.04
8.62,8.69,222.56
8.8,8.84,333.46
8.83,9.01,345.22
9.19,9.22,331.54
9.21,9.49,345.22
9.51,9.6,325.84
9.65,9.74,314.74
9.71,9.89,523.25
9.74,9.85,440
9.75,9.88,261.63
9.77,9.89,345.22
