0.82,1.66,523.25
0.94,1.62,261.63
1.63,2.4,587.33
1.64,2.28,293.66
2.45,3.94,517.24
2.49,3.96,258.62
3.97,4.82,580.58
3.97,4.15,387.49
3.97,4.13,482.6
4,4.83,293.66
4.75,5.52,529.33
4.81,5.48,261.63
5.47,7.01,290.29
5.5,7.07,580.58
7.05,7.16,387.49
7.05,7.19,318.4
7.06,7.77,529.33
7.1,7.76,261.63
7.75,7.86,392
7.76,8.33,488.21
7.78,8.39,290.29
7.78,8.51,587.33
8.51,10.07,651.68
8.52,8.6,387.49
8.52,8.65,523.25
8.52,10.16,322.1
10.09,10.82,387.49
10.09,10.23,482.6
10.11,10.79,580.58
10.11,10.81,286.96
10.91,11.53,258.62
10.93,11.47,517.24
11.53,11.68,482.6
11.53,11.68,387.49
11.53,12.71,587.33
11.54,12.68,293.66
